board,holding,hand_score,category,action,correct_decision,pot_size
Js8d3c,KsKh,15,オーバーペア,bet,Bet 2,5
Jh4h5s,TsTh,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,Jd4d,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,Qh9c,2,バックドアドロー,check,Check,5
9dTs8s,Td8h,15,2ペア,check,Check,5
JcJh4s,Qc9s,2,エア,bet,Bet 2,5
9dTs8s,7c5c,8,OESD,bet,Bet 2,5
9s7s4c,As9h,15,TPTK,bet,Bet 4,5
TsKcAh,Kh7h,5,セカンドペア弱,check,Check,5
8h8cTc,KcJs,2,バックドアドロー,bet,Bet 2,5
5c5dAh,KsTd,2,エア,check,Check,5
TsKcAh,AcKh,15,2ペア,bet,Bet 4,5
Qc8cAc,QdTs,5,セカンドペア弱,check,Check,5
Ad9h8h,KcQc,2,バックドアドロー,check,Check,5
8h8cTc,AhTh,15,2ペア,bet,Bet 2,5
JsKs5d,QsJh,8,セカンドペア強,check,Check,5
4s4h3h,KcTc,2,エア,check,Check,5
TsKcAh,Jh9c,5,ガットショット,bet,Bet 4,5
5c2d3h,7s6s,5,ガットショット,bet,Bet 2,5
5c5dAh,Ac3h,15,2ペア,check,Check,5
6s8d7c,8c6c,15,2ペア,bet,Bet 2,5
4s4h3h,Tc8d,2,エア,check,Check,5
7d6c4h,Qd5d,8,OESD,bet,Bet 2,5
Js8d3c,Ah6h,2,エア,check,Check,5
Td6h4h,As4d,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Jh5h,10,フラッシュドロー,check,Check,5
JsKs5d,JhTc,5,セカンドペア弱,check,Check,5
JsKs5d,8h8d,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,5h4h,15,2ペア,bet,Bet 4,5
Th4c5d,Ah9h,2,バックドアドロー,check,Check,5
Td6h4h,Ks8d,2,エア,check,Check,5
Ad8d3d,Kc7c,2,バックドアドロー,check,Check,5
6s8d7c,Qs9h,8,OESD,bet,Bet 2,5
Qc8cAc,Kc4c,20,フラッシュ/SF,bet,Bet 2,5
Js8d3c,KcQs,2,バックドアドロー,bet,Bet 2,5
5c2d3h,As5h,15,TPTK,bet,Bet 2,5
9s7s4c,Ad4h,5,弱ペア/ボトムペア,check,Check,5
Ks7h2d,KdQh,12,TP+強キッカー,bet,Bet 2,5
Th3s2d,Ts9s,10,TP+中キッカー,bet,Bet 4,5
9dTs8s,QsJc,18,ストレート,bet,Bet 2,5
Jh4h5s,Jd6d,10,TP+弱キッカー,check,Check,5
9s7s4c,Ad9h,15,TPTK,bet,Bet 4,5
Th3s2d,AcJs,2,バックドアドロー,check,Check,5
Th4c5d,Ad8c,2,エア,check,Check,5
6s8d7c,4d4c,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,Td8h,2,エア,bet,Bet 2,5
9dTs8s,Qd9h,8,セカンドペア強,check,Check,5
7d6c4h,AhAc,15,オーバーペア,check,Check,5
JsKs5d,Jd9s,5,セカンドペア弱,check,Check,5
Ks7h2d,Ts8h,2,エア,bet,Bet 2,5
JsKs5d,Jh4h,5,セカンドペア弱,check,Check,5
JcJh4s,AcJs,18,セット,bet,Bet 2,5
7d6c4h,Qc9h,2,エア,bet,Bet 2,5
Ad8d3d,Ac5d,12,コンボドロー(TP+弱キッカー),check,Check,5
Ad8d3d,KsJs,2,バックドアドロー,check,Check,5
Td6h4h,Jc9s,2,バックドアドロー,check,Check,5
Ad8d3d,QdTd,20,フラッシュ/SF,bet,Bet 2,5
Ad9h8h,Kh6h,10,フラッシュドロー,bet,Bet 4,5
Js8d3c,Kh7h,2,エア,check,Check,5
7d6c4h,Qd6d,8,セカンドペア強,bet,Bet 2,5
Th4c5d,Jh4h,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,Qc9s,2,バックドアドロー,check,Check,5
Jh4h5s,Ac4d,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,Ts8s,18,セット,bet,Bet 2,5
Th3s2d,AhJs,2,バックドアドロー,check,Check,5
Ks7h2d,Td8s,2,エア,bet,Bet 2,5
Td6h4h,2s2c,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,AhTc,2,バックドアドロー,check,Check,5
Th4c5d,JcTd,10,TP+中キッカー,check,Check,5
Td6h4h,Js8s,2,エア,check,Check,5
9s7s4c,KcTc,2,バックドアドロー,check,Check,5
Js8d3c,AcKc,2,バックドアドロー,bet,Bet 2,5
Js8d3c,KcQs,2,バックドアドロー,bet,Bet 2,5
Td6h4h,Tc7c,10,TP+弱キッカー,check,Check,5
5c5dAh,Ad3c,15,2ペア,check,Check,5
Th4c5d,Tc8h,10,TP+中キッカー,check,Check,5
Th4c5d,3s3c,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,7s7h,8,ドロー+弱ペア,check,Check,5
AcKs7d,Ah7h,15,2ペア,bet,Bet 4,5
TsKcAh,Tc9c,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,KdJs,2,バックドアドロー,bet,Bet 2,5
Jh4h5s,Ad8c,2,エア,check,Check,5
JsKs5d,Ac2c,2,エア,bet,Bet 4,5
6s8d7c,As5s,8,OESD,bet,Bet 2,5
6s8d7c,5s4s,18,ストレート,bet,Bet 2,5
JcJh4s,As6d,2,エア,check,Check,5
Js8d3c,KdTs,2,エア,bet,Bet 2,5
AcKs7d,AsJd,10,TP+中キッカー,bet,Bet 4,5
Ad8d3d,Kh9d,10,フラッシュドロー,check,Check,5
4s4h3h,KhTd,2,バックドアドロー,check,Check,5
5c5dAh,QdJd,2,バックドアドロー,check,Check,5
AcKs7d,8s8h,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,Ah9h,5,ガットショット,bet,Bet 2,5
6s8d7c,Ad2d,2,バックドアドロー,check,Check,5
Jh4h5s,AhKh,10,フラッシュドロー,check,Check,5
JcJh4s,Tc6c,2,バックドアドロー,bet,Bet 2,5
Td6h4h,Qh9d,2,バックドアドロー,bet,Bet 4,5
Ks7h2d,Ac8d,2,エア,check,Check,5
QcAdKh,KdTd,5,セカンドペア弱,bet,Bet 4,5
9dTs8s,KhJc,8,OESD,bet,Bet 2,5
Jh4h5s,AhKs,2,バックドアドロー,check,Check,5
4s4h3h,Ac5s,5,ガットショット,check,Check,5
AcKs7d,KcTh,5,セカンドペア弱,check,Check,5
Ad8d3d,6d5d,20,フラッシュ/SF,check,Check,5
Jh4h5s,Kc8s,2,エア,check,Check,5
5c2d3h,Qd4d,8,OESD,bet,Bet 2,5
QcAdKh,JsTs,18,ストレート,bet,Bet 4,5
8h8cTc,Qh2h,2,バックドアドロー,bet,Bet 2,5
JcJh4s,Ad6h,2,エア,check,Check,5
9s7s4c,6s6c,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Qh9h,8,セカンドペア強,check,Check,5
TsKcAh,Kh6h,5,セカンドペア弱,check,Check,5
Ad8d3d,9c8c,5,セカンドペア弱,check,Check,5
6s8d7c,4s4h,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,Ah9h,10,TP+中キッカー,check,Check,5
Ad8d3d,Kc9h,2,バックドアドロー,check,Check,5
7d6c4h,Ts7s,10,TP+中キッカー,check,Check,5
9dTs8s,Qh5h,5,ガットショット,check,Check,5
7d6c4h,AdJh,2,エア,check,Check,5
4s4h3h,KcJd,2,エア,check,Check,5
Js8d3c,Ks9c,2,エア,bet,Bet 2,5
Th3s2d,As8d,2,バックドアドロー,check,Check,5
JsKs5d,9h9d,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,8h7h,10,フラッシュドロー,bet,Bet 4,5
9s7s4c,Ad2d,2,エア,bet,Bet 4,5
6s8d7c,Jd9c,8,OESD,bet,Bet 2,5
5c5dAh,KcTh,2,エア,check,Check,5
Ad9h8h,7d7c,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,Ad7s,2,エア,check,Check,5
5c5dAh,KcJd,2,エア,check,Check,5
Ad8d3d,KsQs,2,バックドアドロー,check,Check,5
Ad8d3d,As7s,10,TP+弱キッカー,check,Check,5
4s4h3h,7d7c,15,2ペア,bet,Bet 2,5
Td6h4h,AdAc,15,オーバーペア,check,Check,5
Ks7h2d,As9d,2,エア,check,Check,5
Ad9h8h,AhTd,10,TP+中キッカー,check,Check,5
TsKcAh,Td8c,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Ah9c,2,エア,check,Check,5
JcJh4s,5s5h,15,2ペア,bet,Bet 2,5
JsKs5d,Qh4h,2,バックドアドロー,check,Check,5
Th4c5d,Td9c,10,TP+中キッカー,check,Check,5
QcAdKh,Qs9d,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,AhKs,12,TP+強キッカー,bet,Bet 4,5
Th4c5d,Kh8d,2,エア,check,Check,5
Ad9h8h,KsQd,2,バックドアドロー,check,Check,5
Th3s2d,Ac7c,2,バックドアドロー,check,Check,5
Ad9h8h,Kh4h,10,フラッシュドロー,bet,Bet 4,5
9s7s4c,JdTc,5,ガットショット,check,Check,5
Ks7h2d,Ad3s,2,バックドアドロー,bet,Bet 2,5
TsKcAh,Ac9d,10,TP+中キッカー,check,Check,5
Ad9h8h,Kh8s,5,弱ペア/ボトムペア,check,Check,5
4s4h3h,Ad7h,2,バックドアドロー,check,Check,5
Th4c5d,AcTd,15,TPTK,bet,Bet 4,5
5c5dAh,9c6c,2,バックドアドロー,bet,Bet 2,5
JsKs5d,As2s,10,フラッシュドロー,bet,Bet 4,5
JsKs5d,3h3d,5,弱ペア/ボトムペア,check,Check,5
Js8d3c,9s7s,5,ガットショット,bet,Bet 2,5
5c2d3h,KsJh,2,エア,check,Check,5
9s7s4c,As6d,2,バックドアドロー,bet,Bet 4,5
JcJh4s,JdTs,18,セット,bet,Bet 2,5
4s4h3h,AsKc,2,エア,bet,Bet 2,5
QcAdKh,Ks2s,5,セカンドペア弱,check,Check,5
Th3s2d,Ks5s,2,バックドアドロー,bet,Bet 4,5
Td6h4h,Qd6d,8,セカンドペア強,bet,Bet 4,5
Jh4h5s,6d6c,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,QhQd,15,オーバーペア,bet,Bet 4,5
Ad9h8h,KsQh,2,バックドアドロー,check,Check,5
9s7s4c,Kd4d,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Qs9d,5,ガットショット,bet,Bet 4,5
7d6c4h,Ah5h,8,OESD,bet,Bet 2,5
4s4h3h,As5d,5,ガットショット,check,Check,5
Ks7h2d,Kh8d,10,TP+中キッカー,check,Check,5
9s7s4c,As6d,2,バックドアドロー,bet,Bet 4,5
Ad9h8h,As6c,10,TP+弱キッカー,check,Check,5
Th3s2d,4h4d,5,弱ペア/ボトムペア,check,Check,5
JcJh4s,Ah5c,2,エア,bet,Bet 2,5
Td6h4h,Jc4c,5,弱ペア/ボトムペア,check,Check,5
5c5dAh,9h6h,2,バックドアドロー,bet,Bet 2,5
Ks7h2d,AdJd,2,バックドアドロー,bet,Bet 2,5
Th3s2d,Td9d,10,TP+中キッカー,bet,Bet 4,5
TsKcAh,JhJc,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Tc6c,10,TP+弱キッカー,bet,Bet 2,5
Jh4h5s,Td6d,2,バックドアドロー,check,Check,5
JsKs5d,AdQd,5,ガットショット,bet,Bet 4,5
Th3s2d,8s8c,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,Qh5h,2,バックドアドロー,bet,Bet 4,5
Th4c5d,Tc8d,10,TP+中キッカー,check,Check,5
Jh4h5s,Ad7s,2,エア,check,Check,5
6s8d7c,Qd2d,2,バックドアドロー,bet,Bet 2,5
4s4h3h,Ad2d,5,ガットショット,check,Check,5
9s7s4c,Ac6s,2,バックドアドロー,bet,Bet 4,5
Js8d3c,Ad9d,2,バックドアドロー,check,Check,5
Td6h4h,AcJh,2,バックドアドロー,check,Check,5
QcAdKh,Th6h,5,ガットショット,bet,Bet 4,5
9dTs8s,KcQs,5,ガットショット,bet,Bet 2,5
4s4h3h,9h8h,10,フラッシュドロー,bet,Bet 2,5
4s4h3h,Kc8d,2,エア,check,Check,5
Jh4h5s,AcQd,2,エア,check,Check,5
Ks7h2d,Kc9d,10,TP+中キッカー,check,Check,5
Th3s2d,Ah8c,2,バックドアドロー,check,Check,5
Jh4h5s,Jc9s,10,TP+中キッカー,check,Check,5
8h8cTc,Js9c,8,OESD,bet,Bet 2,5
Th3s2d,Ad5d,5,ガットショット,bet,Bet 4,5
7d6c4h,Js5s,8,OESD,bet,Bet 2,5
AcKs7d,7h6h,5,弱ペア/ボトムペア,bet,Bet 4,5
Ad9h8h,7s6s,8,OESD,bet,Bet 4,5
Td6h4h,5d5c,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Kh3h,2,バックドアドロー,check,Check,5
Th3s2d,AhJc,2,バックドアドロー,check,Check,5
JsKs5d,AsQd,5,ガットショット,bet,Bet 4,5
AcKs7d,QsTs,5,ガットショット,bet,Bet 4,5
Qc8cAc,Jc9s,10,フラッシュドロー,bet,Bet 2,5
QcAdKh,Td8d,5,ガットショット,bet,Bet 4,5
Ks7h2d,Jd9s,2,エア,bet,Bet 2,5
Th3s2d,AdTd,15,TPTK,bet,Bet 4,5
Td6h4h,As9c,2,エア,check,Check,5
QcAdKh,Kc8s,5,セカンドペア弱,check,Check,5
Ks7h2d,As5h,2,エア,bet,Bet 2,5
Th3s2d,7s5s,2,バックドアドロー,check,Check,5
4s4h3h,Kc8d,2,エア,check,Check,5
7d6c4h,Td9d,5,ガットショット,bet,Bet 2,5
7d6c4h,KsJs,2,エア,check,Check,5
AcKs7d,Jh5h,2,エア,check,Check,5
8h8cTc,Kc9s,2,バックドアドロー,bet,Bet 2,5
Th4c5d,Ah9h,2,バックドアドロー,check,Check,5
9dTs8s,Ac7d,8,OESD,bet,Bet 2,5
JsKs5d,JhTs,5,セカンドペア弱,check,Check,5
Td6h4h,JcTs,10,TP+中キッカー,check,Check,5
AcKs7d,Jd9c,2,エア,check,Check,5
9dTs8s,4h4d,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,As4d,2,エア,check,Check,5
QcAdKh,Ac6h,10,TP+弱キッカー,check,Check,5
JcJh4s,AcKd,2,エア,bet,Bet 2,5
TsKcAh,9d9c,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,7s7d,15,オーバーペア,bet,Bet 2,5
Td6h4h,Ah9d,2,バックドアドロー,check,Check,5
Ad8d3d,Js7s,2,バックドアドロー,check,Check,5
AcKs7d,6s6h,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,Tc7c,5,ガットショット,bet,Bet 4,5
AcKs7d,KdTd,5,セカンドペア弱,check,Check,5
JsKs5d,JhJd,18,セット,bet,Bet 4,5
Th4c5d,QhTd,12,TP+強キッカー,check,Check,5
Js8d3c,5h5c,5,弱ペア/ボトムペア,check,Check,5
Ks7h2d,KhKd,18,セット,bet,Bet 2,5
QcAdKh,JsJc,5,弱ペア/ボトムペア,bet,Bet 4,5
9s7s4c,KhQd,2,エア,check,Check,5
TsKcAh,QhQd,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,JhTs,5,セカンドペア弱,check,Check,5
TsKcAh,Kh8s,5,セカンドペア弱,check,Check,5
9dTs8s,Ad5h,2,バックドアドロー,check,Check,5
Th4c5d,Ac4d,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,AsKs,2,バックドアドロー,check,Check,5
8h8cTc,Ad8d,18,セット,bet,Bet 2,5
Js8d3c,Ah3h,5,弱ペア/ボトムペア,bet,Bet 2,5
5c5dAh,Ad5h,18,セット,bet,Bet 2,5
Td6h4h,2d2c,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Tc9c,5,セカンドペア弱,check,Check,5
6s8d7c,Qd9d,8,OESD,bet,Bet 2,5
JsKs5d,Ah8h,2,エア,check,Check,5
Qc8cAc,Qs6s,5,セカンドペア弱,check,Check,5
9s7s4c,AsQh,2,バックドアドロー,check,Check,5
Ad8d3d,Ac4s,10,TP+弱キッカー,check,Check,5
Ad9h8h,As6d,10,TP+弱キッカー,check,Check,5
7d6c4h,Ks4s,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,Kc2c,5,セカンドペア弱,check,Check,5
JsKs5d,Qc4c,2,バックドアドロー,check,Check,5
5c5dAh,KdTd,2,バックドアドロー,check,Check,5
TsKcAh,Kd9h,5,セカンドペア弱,check,Check,5
8h8cTc,As5h,2,エア,check,Check,5
Qc8cAc,JdTc,10,フラッシュドロー,check,Check,5
Td6h4h,KhQc,2,バックドアドロー,bet,Bet 4,5
QcAdKh,7s5s,2,バックドアドロー,check,Check,5
AcKs7d,Ad2d,10,TP+弱キッカー,check,Check,5
AcKs7d,Kc8s,5,セカンドペア弱,check,Check,5
7d6c4h,Qh7h,12,TP+強キッカー,bet,Bet 2,5
9dTs8s,Kc9h,8,セカンドペア強,check,Check,5
QcAdKh,QsQd,18,セット,bet,Bet 4,5
AcKs7d,Qd9h,2,バックドアドロー,check,Check,5
9dTs8s,Ah4h,2,バックドアドロー,check,Check,5
Th3s2d,Jh5h,2,バックドアドロー,bet,Bet 4,5
AcKs7d,Js9d,2,エア,check,Check,5
5c5dAh,AsAc,18,セット,bet,Bet 2,5
4s4h3h,Kc9d,2,エア,check,Check,5
Qc8cAc,KcTd,10,フラッシュドロー,bet,Bet 2,5
8h8cTc,Jh5h,2,バックドアドロー,bet,Bet 2,5
AcKs7d,QdQc,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,TsTc,5,弱ペア/ボトムペア,bet,Bet 4,5
Ks7h2d,Ad7s,8,セカンドペア強,bet,Bet 2,5
Th4c5d,Ac6s,2,バックドアドロー,bet,Bet 4,5
Th3s2d,KsKc,15,オーバーペア,bet,Bet 4,5
Ad9h8h,Jd9s,5,セカンドペア弱,check,Check,5
Ad9h8h,Kc8d,5,弱ペア/ボトムペア,check,Check,5
Qc8cAc,KhTc,10,フラッシュドロー,check,Check,5
Ad9h8h,Kc8s,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Jd9c,5,セカンドペア弱,check,Check,5
9s7s4c,AdJh,2,エア,check,Check,5
AcKs7d,Ah7c,15,2ペア,bet,Bet 4,5
8h8cTc,Qh7h,2,バックドアドロー,bet,Bet 2,5
9s7s4c,TsTc,15,オーバーペア,bet,Bet 4,5
Ks7h2d,Ac9h,2,エア,check,Check,5
Ad9h8h,Qh5h,10,フラッシュドロー,check,Check,5
Th4c5d,Js5s,5,セカンドペア弱,check,Check,5
Jh4h5s,Ah7c,2,バックドアドロー,bet,Bet 4,5
QcAdKh,9h6h,2,バックドアドロー,check,Check,5
Ks7h2d,As4s,2,バックドアドロー,bet,Bet 2,5
Th3s2d,Ks8c,2,エア,check,Check,5
4s4h3h,Td9h,2,バックドアドロー,bet,Bet 2,5
QcAdKh,Kc9s,5,セカンドペア弱,check,Check,5
JsKs5d,Tc6c,2,エア,check,Check,5
9dTs8s,Kd9s,8,セカンドペア強,check,Check,5
Ad9h8h,Ac9d,15,2ペア,bet,Bet 4,5
9dTs8s,Ah4c,2,バックドアドロー,check,Check,5
AcKs7d,QdQc,5,弱ペア/ボトムペア,check,Check,5
5c5dAh,KsJd,2,エア,check,Check,5
Ad8d3d,As9d,12,コンボドロー(TP+中キッカー),check,Check,5
Th3s2d,Ah7h,2,バックドアドロー,check,Check,5
7d6c4h,As7h,15,TPTK,bet,Bet 2,5
7d6c4h,Qh6h,8,セカンドペア強,bet,Bet 2,5
JsKs5d,AhQd,5,ガットショット,check,Check,5
JsKs5d,AhTd,5,ガットショット,check,Check,5
9s7s4c,QsTc,2,バックドアドロー,bet,Bet 4,5
Td6h4h,AdJs,2,エア,check,Check,5
5c5dAh,As4d,15,2ペア,check,Check,5
Th3s2d,Ah7h,2,バックドアドロー,check,Check,5
6s8d7c,3s3h,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,QhQd,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,Jh9h,8,OESD,bet,Bet 2,5
9s7s4c,KhQh,2,エア,check,Check,5
JsKs5d,Ad8c,2,エア,check,Check,5
