pred,actual,ctx,topic,bucket,mv,board_family,street,hero_rel
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
CHECK,BET,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
CHECK,BET,attack,3bp_turn_XX,good_hands,set,dry_high,turn,OOP
CHECK,BET,attack,3bp_turn_XX,trash_hands,underpair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,underpair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,no_made_hand,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,best_hands,set,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
CHECK,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,overpair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,overpair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,low_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,overpair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
CHECK,CHECK,attack,3bp_turn_XX,good_hands,set,dynamic,turn,OOP
CHECK,CHECK,attack,3bp_turn_XX,good_hands,set,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,low_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,overpair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,king_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,overpair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
CHECK,CHECK,attack,3bp_turn_XX,good_hands,overpair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,overpair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,low_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,third_pair,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,ace_high,dynamic,turn,OOP
CHECK,BET,attack,3bp_turn_XX,weak_hands,overpair,dynamic,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dry_high,turn,OOP
CHECK,BET,attack,3bp_turn_XX,trash_hands,low_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,no_made_hand,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,no_made_hand,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,low_pair,dry_high,turn,OOP
CHECK,CHECK,attack,3bp_turn_XX,trash_hands,set,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,set,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,no_made_hand,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
CHECK,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,second_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,set,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,BET,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,top_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,3bp_turn_XX,trash_hands,two_pair,dry_high,turn,OOP
BET,CHECK,attack,SRP_BTN_river_check,best_hands,set,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,best_hands,set,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,best_hands,set,dry_high,river,OOP
BET,BET,attack,SRP_BTN_river_check,best_hands,two_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,best_hands,set,dry_high,river,OOP
BET,BET,attack,SRP_BTN_river_check,best_hands,two_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,best_hands,set,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,best_hands,set,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
CHECK,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
BET,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
CHECK,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
CHECK,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
CHECK,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
CHECK,CHECK,attack,SRP_BTN_river_check,trash_hands,low_pair,dry_high,river,OOP
