id,topic,gametype,depth,stacks,line,target_board,note
b13_06,b13_paired_low,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,7d7s4c,774
b13_07,b13_paired_low,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,5s5h2c,552
b13_08,b13_paired_low,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,3s3h2c,332
b13_09,b13_mono_high,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,AsKs7s,AKs7s mono Ace
b13_10,b13_mono_high,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,KsQs7s,KQs7s mono King
b13_11,b13_mono_mid,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,JsTs5s,JT5 mono
b13_12,b13_mono_mid,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,QsTs6s,QT6 mono
b13_13,b13_mono_low,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,8s6s4s,864 mono
b13_14,b13_mono_low,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,7s5s2s,752 mono
b13_15,b13_super_wet,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,JhTh9c,JT9 wet (2-tone)
b13_16,b13_super_wet,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,9h8s7d,987 rainbow connected
b13_17,b13_super_wet,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Qh9c8d,Q98 wet
b13_18,b13_super_wet,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Kh9s8c,K98 wet
b13_19,b13_super_wet,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,6c5s4d,654 connected low
b13_20,b13_super_wet,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,5h4c3s,543 connected lowest
# ===========================================
# B-14: ボード型間の境界（K-high の連続グラデーション）
# K72(dry) → K83 → K94 → K76(wet) → K85 → K-mono の連続変化
# ===========================================
b14_01,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks7d2c,K72 dry baseline
b14_02,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks8d2c,K82 small gap
b14_03,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks8d3c,K83 mid gap
b14_04,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks9d4c,K94 wet gap
b14_05,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks7d6c,K76 connected wet
b14_06,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks9d8c,K98 connected wet
b14_07,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks8s2c,K82 2tone (FD)
b14_08,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks8s7c,K87 2tone wet
b14_09,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks8s2s,K82 mono
b14_10,b14_khigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ks9s8s,K98 mono wet
# Q-high gradient
b14_11,b14_qhigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Qh7d2c,Q72 dry
b14_12,b14_qhigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Qh8d3s,Q83 baseline
b14_13,b14_qhigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Qh9d8c,Q98 connected
b14_14,b14_qhigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Qh9s4c,Q94 gap
b14_15,b14_qhigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Qh4s2c,Q42 air
# A-high gradient
b14_16,b14_ahigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ah7d2c,A72 dry
b14_17,b14_ahigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ah8d3s,A83
b14_18,b14_ahigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,AhKd4s,AK4 (range adv)
b14_19,b14_ahigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ah4d2c,A42 air
b14_20,b14_ahigh_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / / / ,Ah9c8s,A98 connected high
