id,topic,gametype,depth,stacks,line,target_board,note
b4_03,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,R2.2-F-F-F-F-C / X-X / X-X / ,AhKd4s8c2h,UTGvBB XX-XX AK4 mid
b4_04,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-X / X-X / ,9h8s7d4c2d,HJvBB XX-XX wet
b4_05,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-X / X-X / ,AhKd4s8c2h,HJvBB XX-XX AK4
b4_06,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.4-F-F-C / X-X / X-X / ,Ks7d2c5h3d,COvBB XX-XX dry
b4_07,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.4-F-F-C / X-X / X-X / ,9h8s7d4c2d,COvBB XX-XX wet
b4_08,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.4-F-F-C / X-X / X-X / ,Th9s8c4dAh,COvBB XX-XX T98+A
b4_09,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-X / X-X / ,9h8s7d4c2d,BTNvBB XX-XX wet
b4_10,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-X / X-X / ,AhKd4s8c2h,BTNvBB XX-XX AK4
b4_11,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-X / X-X / ,Th9s8c4dAh,BTNvBB XX-XX T98+A
b4_12,b4_xxxx_river,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-X / X-X / ,QhJd4s7c2h,BTNvBB XX-XX QJ4
# B-1: Turn donk variations - test position, SPR, board (20 spots)
b1_01,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-Rcbet-C / / ,Ks7d2c5h,BTNvBB turn after cbet-call Kxx
b1_02,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-Rcbet-C / / ,9h8s7d4c,BTNvBB turn 987
b1_03,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-Rcbet-C / / ,Td7c6s2h,BTNvBB turn T76
b1_04,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-Rcbet-C / / ,QhJd4s7c,BTNvBB turn QJ4
b1_05,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.6-F-C / X-Rcbet-C / / ,JdTs9c4h,BTNvBB turn JT9
b1_06,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.4-F-F-C / X-Rcbet-C / / ,Ks7d2c5h,COvBB turn Kxx
b1_07,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.4-F-F-C / X-Rcbet-C / / ,9h8s7d4c,COvBB turn 987
b1_08,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.4-F-F-C / X-Rcbet-C / / ,AhKd4s8c,COvBB turn AK4
b1_09,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,R2.2-F-F-F-F-C / X-Rcbet-C / / ,Ks7d2c5h,UTGvBB turn Kxx
b1_10,b1_turn_donk,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,R2.2-F-F-F-F-C / X-Rcbet-C / / ,9h8s7d4c,UTGvBB turn 987
b1_11,b1_turn_donk_pair,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Ks7d2cKh,HJvBB turn K pair
b1_12,b1_turn_donk_pair,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Ks7d2c7c,HJvBB turn 7 pair
b1_13,b1_turn_donk_str8,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,9h8s7d6c,HJvBB turn 987 + 6 (str8 complete)
b1_14,b1_turn_donk_str8,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Td7c6s8h,HJvBB turn T76 + 8 (gut+str8)
b1_15,b1_turn_donk_flush,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Ah4d2c9h,HJvBB turn A42 + 9 wet
b1_16,b1_turn_donk_overcard,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,9h8s7dAd,HJvBB turn 987 + A (overcard)
b1_17,b1_turn_donk_paired,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,QhJd4sQc,HJvBB turn QJ4 + Q (top pair)
b1_18,b1_turn_donk_paired,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Td7c6s6h,HJvBB turn T76 + 6 (bottom pair)
b1_19,b1_turn_donk_mono,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,KsQs7s4s,HJvBB turn mono complete
b1_20,b1_turn_donk_mono,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Kh7c2c5c,HJvBB turn flush draw complete
