id,topic,gametype,depth,stacks,line,target_board,note
b15_co_04,b15_100bb_co,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-R2.2-F-F-C / X / / ,AhKd4s,100bb COvBB AK4
b15_co_05,b15_100bb_co,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-R2.2-F-F-C / X / / ,Td7c6s,100bb COvBB T76
b15_btn_01,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,Ks7d2c,100bb BTNvBB Kxx
b15_btn_02,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,Qh8d3s,100bb BTNvBB Q83
b15_btn_03,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,Jd6c4d,100bb BTNvBB J64
b15_btn_04,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,Th9s8d,100bb BTNvBB T98
b15_btn_05,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,AhKd4s,100bb BTNvBB AK4
b15_btn_06,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,Td7c6s,100bb BTNvBB T76
b15_btn_07,b15_100bb_btn,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-R2.5-F-C / X / / ,QhJd4s,100bb BTNvBB QJ4
b15_sb_01,b15_100bb_sb,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-F-R3.5-C / X / / ,Ks7d2c,100bb SBvBB Kxx
b15_sb_02,b15_100bb_sb,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-F-R3.5-C / X / / ,Qh8d3s,100bb SBvBB Q83
b15_sb_03,b15_100bb_sb,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-F-R3.5-C / X / / ,Th9s8d,100bb SBvBB T98
b15_sb_04,b15_100bb_sb,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-F-F-F-R3.5-C / X / / ,AhKd4s,100bb SBvBB AK4
# ===========================================
# B-16: MTT 50bb mid-stack flop cbet
# Open sizes @ 50bb: UTG/HJ=R2, CO=R2.1, BTN=R2.1, SB=R3.5
# ===========================================
b16_hj_01,b16_50bb_hj,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,Ks7d2c,50bb HJvBB Kxx
b16_hj_02,b16_50bb_hj,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,Qh8d3s,50bb HJvBB Q83
b16_hj_03,b16_50bb_hj,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,Th9s8d,50bb HJvBB T98
b16_hj_04,b16_50bb_hj,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,AhKd4s,50bb HJvBB AK4
b16_btn_01,b16_50bb_btn,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-F-F-R2.1-F-C / X / / ,Ks7d2c,50bb BTNvBB Kxx
b16_btn_02,b16_50bb_btn,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-F-F-R2.1-F-C / X / / ,Qh8d3s,50bb BTNvBB Q83
b16_btn_03,b16_50bb_btn,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-F-F-R2.1-F-C / X / / ,Th9s8d,50bb BTNvBB T98
b16_btn_04,b16_50bb_btn,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-F-F-R2.1-F-C / X / / ,AhKd4s,50bb BTNvBB AK4
b16_btn_05,b16_50bb_btn,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-F-F-R2.1-F-C / X / / ,Td7c6s,50bb BTNvBB T76
b16_btn_06,b16_50bb_btn,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-F-F-R2.1-F-C / X / / ,QhJd4s,50bb BTNvBB QJ4
# ===========================================
# B-17: MTT 25bb short stack flop cbet
# Open sizes @ 25bb: UTG/HJ/CO/BTN=R2, SB=R3
# ===========================================
b17_hj_01,b17_25bb_hj,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,Ks7d2c,25bb HJvBB Kxx
b17_hj_02,b17_25bb_hj,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,Qh8d3s,25bb HJvBB Q83
b17_hj_03,b17_25bb_hj,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,Th9s8d,25bb HJvBB T98
b17_hj_04,b17_25bb_hj,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,AhKd4s,25bb HJvBB AK4
b17_btn_01,b17_25bb_btn,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-F-F-R2-F-C / X / / ,Ks7d2c,25bb BTNvBB Kxx
b17_btn_02,b17_25bb_btn,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-F-F-R2-F-C / X / / ,Qh8d3s,25bb BTNvBB Q83
b17_btn_03,b17_25bb_btn,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-F-F-R2-F-C / X / / ,Th9s8d,25bb BTNvBB T98
b17_btn_04,b17_25bb_btn,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-F-F-R2-F-C / X / / ,AhKd4s,25bb BTNvBB AK4
# ===========================================
# B-18: Depth gradient — same board 4 depths
# ===========================================
b18_kxx_200,b18_depth_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X / / ,Ks7d2c,Kxx HJvBB @200bb
b18_kxx_100,b18_depth_grad,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,Ks7d2c,Kxx HJvBB @100bb
b18_kxx_50,b18_depth_grad,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,Ks7d2c,Kxx HJvBB @50bb
b18_kxx_25,b18_depth_grad,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,Ks7d2c,Kxx HJvBB @25bb
b18_q83_200,b18_depth_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X / / ,Qh8d3s,Q83 HJvBB @200bb
b18_q83_100,b18_depth_grad,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,Qh8d3s,Q83 HJvBB @100bb
b18_q83_50,b18_depth_grad,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,Qh8d3s,Q83 HJvBB @50bb
b18_q83_25,b18_depth_grad,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,Qh8d3s,Q83 HJvBB @25bb
b18_t98_200,b18_depth_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X / / ,Th9s8d,T98 HJvBB @200bb
b18_t98_100,b18_depth_grad,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,Th9s8d,T98 HJvBB @100bb
b18_t98_50,b18_depth_grad,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,Th9s8d,T98 HJvBB @50bb
b18_t98_25,b18_depth_grad,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,Th9s8d,T98 HJvBB @25bb
b18_ak4_200,b18_depth_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X / / ,AhKd4s,AK4 HJvBB @200bb
b18_ak4_100,b18_depth_grad,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,AhKd4s,AK4 HJvBB @100bb
b18_ak4_50,b18_depth_grad,MTT6mSimple,50.125,50.125-50.125-50.125-50.125-50.125-50.125,F-R2-F-F-F-C / X / / ,AhKd4s,AK4 HJvBB @50bb
b18_ak4_25,b18_depth_grad,MTT6mSimple,25.125,25.125-25.125-25.125-25.125-25.125-25.125,F-R2-F-F-F-C / X / / ,AhKd4s,AK4 HJvBB @25bb
# ===========================================
# B-19: 特殊板 @ 100bb (cash-proxy)
# ===========================================
b19_01,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,KsKd7c,100bb HJvBB KK7
b19_02,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,AhAdKc,100bb HJvBB AAK
b19_03,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,7d7s4c,100bb HJvBB 774
b19_04,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,KsQs7s,100bb HJvBB KQs7s mono
b19_05,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,JsTs5s,100bb HJvBB JT5 mono
b19_06,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,9h8s7d,100bb HJvBB 987
b19_07,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,JhTh9c,100bb HJvBB JT9
b19_08,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,Qh4s2c,100bb HJvBB Q42
b19_09,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,5h4c3s,100bb HJvBB 543
b19_10,b19_100bb_special,MTT6mSimple,100.125,100.125-100.125-100.125-100.125-100.125-100.125,F-R2.1-F-F-F-C / X / / ,6c5s4d,100bb HJvBB 654
